Symbol,Name,DowComposite,Nasdaq100,Russell1000,Russell2000,S&P100,S&P500,S&P400,S&P600,WatchList,Sector,Full_Time_Employees,Industry,Previous_Close,Days_Range,Market_Cap,Earnings_Date,_52_Week_Range,Volume,PE_Ratio_TTM,Beta,_1y_Target_Est,EPS_TTM,Forward_Dividend_and_Yield,Ex_Dividend_Date,Open,Avg_Volume
HII,Huntington Ingalls Industries,0,0,1,0,0,0,1,0,0,Industrial Goods,"37,000",Aerospace/Defense Products & Services,239.27,240.97 - 248.00,11.199B,"Feb 14, 2018",183.42 - 253.44,"423,784",18.63,1.3,249.90,13.28,2.88 (1.21%),2017-11-22,240.98,"452,412"
HIIQ,Health Insurance Inn,0,0,0,1,0,0,0,0,0,Healthcare,172,Health Care Plans,25.50,25.20 - 25.70,420.185M,"Feb 27, 2018",12.65 - 37.38,"211,178",19.83,0.9,37.50,1.28,N/A (N/A),,25.40,"587,366"
HIL,Hill International,0,0,0,1,0,0,0,0,0,Services,"3,868",Management Services,5.60,5.55 - 5.60,290.518M,"Aug 3, 2017",3.70 - 5.70,"490,756",,1.03,7.00,-0.54,N/A (N/A),,5.60,"166,295"
HIVE,Aerohive Networks Inc,0,0,0,1,0,0,0,0,0,Technology,620,Communication Equipment,5.95,5.82 - 5.97,315.696M,"Feb 7, 2018",3.02 - 6.50,"233,119",,2.34,5.65,-0.51,N/A (N/A),,5.95,"504,666"
HIW,Highwoods Properties,0,0,1,0,0,0,1,0,0,Financial,438,REIT - Office,48.07,47.62 - 48.08,5.056B,"Feb 6, 2018",47.62 - 53.34,"316,039",32.07,0.86,54.80,1.49,1.76 (3.66%),2017-11-13,47.98,"537,353"
HK,Halcon Resources,0,0,0,1,0,0,0,0,0,Basic Materials,245,Oil & Gas Drilling & Exploration,8.00,7.99 - 8.65,1.265B,"Feb 26, 2018",3.69 - 10.30,"3,847,716",1.44,5.13,9.78,5.92,N/A (N/A),,7.99,"2,571,325"
HL,Hecla Mining Company,0,0,0,1,0,0,0,0,0,Basic Materials,"1,396",Silver,4.49,4.29 - 4.56,1.76B,"Feb 21, 2018",3.43 - 6.78,"5,520,413",73.50,0.08,5.26,0.06,0.01 (0.23%),2017-11-20,4.53,"4,544,863"
HLF,Herbalife Ltd,0,0,1,0,0,0,0,0,0,Consumer Goods,"8,300",Personal Products,69.35,69.20 - 70.35,5.8B,"Feb 21, 2018",50.03 - 79.64,"618,023",15.92,0.26,85.00,4.41,0.00 (0.00%),2014-02-28,69.20,"1,119,617"
HLI,Houlihan Lokey,0,0,0,1,0,0,0,0,0,Financial,"1,171",Investment Brokerage - National,49.62,49.71 - 50.71,3.309B,"Oct 30, 2017",29.51 - 50.71,"304,762",23.82,,50.43,2.11,0.80 (1.64%),2017-12-01,49.74,"238,539"
HLIT,Harmonic Inc,0,0,0,1,0,0,0,1,0,Technology,"1,267",Communication Equipment,4.00,4.00 - 4.15,326.474M,"Feb 26, 2018",2.80 - 6.18,"736,970",,0.62,5.50,-1.02,N/A (N/A),,4.05,"554,468"
HLNE,Hamilton Lane Incorporated Class A,0,0,0,1,0,0,0,0,0,,,,36.16,35.96 - 37.21,1.987B,,26.51 - 37.45,"86,645",66.25,,33.60,0.56,0.70 (1.92%),2017-12-14,36.19,"127,427"
HLS,Healthsouth Corp,0,0,0,1,0,0,1,0,0,Healthcare,"22,885",Specialized Health Services,49.31,49.21 - 50.06,4.858B,"Feb 19, 2018",38.24 - 50.41,"406,041",17.87,0.04,51.82,2.77,1.00 (2.02%),2017-12-29,49.31,"805,832"
HLT,Hilton Inc,0,0,1,0,0,1,0,0,0,Services,"169,000",Lodging,83.07,83.10 - 84.71,26.86B,"Feb 13, 2018",55.48 - 84.71,"1,870,095",856.63,1.42,82.32,0.1,0.60 (0.73%),2017-11-16,83.25,"1,971,333"
HLX,Helix Energy Solutions Group,0,0,0,1,0,0,0,1,0,Basic Materials,"1,474",Oil & Gas Equipment & Services,8.34,8.30 - 8.70,1.282B,"Feb 20, 2018",4.82 - 8.89,"1,587,545",,2.91,9.53,-0.54,N/A (N/A),,8.32,"1,513,247"
HMHC,Houghton Mifflin Har,0,0,0,1,0,0,0,0,0,Services,"4,500",Education & Training Services,9.15,9.10 - 9.25,1.128B,"Feb 21, 2018",8.05 - 11.45,"546,043",,0.78,12.92,-2.1,N/A (N/A),,9.20,"883,635"
HMN,Horace Mann Educators Corp,0,0,0,1,0,0,0,1,0,Financial,"1,473",Property & Casualty Insurance,44.15,43.80 - 44.45,1.791B,"Feb 5, 2018",33.85 - 47.65,"73,036",28.77,0.84,45.00,1.53,1.10 (2.51%),2017-12-15,44.20,"170,141"
HMST,Homestreet Inc,0,0,0,1,0,0,0,1,0,Financial,"2,463",Savings & Loans,31.35,31.30 - 32.55,869.71M,"Jan 22, 2018",24.00 - 32.55,"259,263",23.72,-0.02,30.80,1.36,0.00 (0.00%),2014-01-30,31.35,"195,033"
HMSY,Hms Hldgs Cp,0,0,0,1,0,0,0,1,0,Services,"2,287",Business Services,17.83,17.71 - 18.07,1.499B,"Feb 22, 2018",11.01 - 20.90,"369,113",65.55,0.87,18.36,0.27,N/A (N/A),,17.82,"747,331"
HMTV,Hemisphere Media A,0,0,0,1,0,0,0,0,0,Services,294,CATV Systems,11.02,10.90 - 11.15,450.358M,"Mar 1, 2018",10.63 - 13.20,"93,339",30.50,0.22,15.50,0.36,N/A (N/A),,11.05,"99,198"
HNI,Hon Industries Inc,0,0,0,1,0,0,1,0,0,Consumer Goods,"8,900",Business Equipment,39.21,39.20 - 39.95,1.726B,"Feb 6, 2018",31.16 - 52.81,"146,075",26.88,1.08,45.00,1.48,1.14 (3.01%),2017-11-17,39.20,"252,352"
HNRG,Hallador Energy Co,0,0,0,1,0,0,0,0,0,Basic Materials,748,Nonmetallic Mineral Mining,6.73,6.75 - 7.04,208.669M,"May 4, 2017",4.79 - 9.87,"53,313",27.34,-0.46,10.00,0.26,0.16 (2.37%),2017-10-30,6.78,"75,219"
HOFT,Hooker Furniture,0,0,0,1,0,0,0,0,0,Consumer Goods,952,Home Furnishings & Fixtures,41.70,41.46 - 42.22,493.332M,"Jun 7, 2017",29.75 - 52.75,"38,948",15.92,0.31,60.00,2.64,0.56 (1.37%),2017-12-15,41.70,"63,558"
HOG,Harley-Davidson Inc,0,0,1,0,0,1,0,0,0,Consumer Goods,"6,000",Recreational Vehicles,53.63,53.55 - 54.64,9.083B,"Jan 30, 2018",44.52 - 63.40,"1,963,340",16.98,0.74,51.00,3.2,1.46 (2.80%),2017-12-14,53.63,"2,396,022"
HOLX,Hologic Inc,0,1,1,0,0,1,0,0,0,Healthcare,"6,233",Medical Appliances & Equipment,43.55,43.32 - 43.90,12.05B,"Jan 30, 2018",35.76 - 46.80,"3,060,034",16.56,0.61,49.06,2.64,N/A (N/A),,43.68,"2,854,049"
HOMB,Home Bancshares Inc,0,0,0,1,0,0,1,0,0,Financial,"1,503",Money Center Banks,24.72,24.73 - 25.38,4.343B,"Jan 18, 2018",20.82 - 29.69,"864,885",22.21,0.84,27.93,1.13,0.44 (1.82%),2017-11-14,24.85,"1,204,161"
HOME,At Home Group Inc,0,0,0,1,0,0,0,0,0,Consumer Goods,"3,172",REIT - Retail,32.16,32.19 - 32.75,1.982B,"Mar 26, 2018",13.97 - 32.75,"126,743",54.39,,33.00,0.6,N/A (N/A),,32.19,"385,855"
HON,Honeywell International Inc,0,0,1,0,1,1,0,0,0,Industrial Goods,"131,000",Diversified Machinery,157.92,157.80 - 159.49,120.386B,"Jan 26, 2018",116.98 - 159.49,"2,343,709",24.11,1.01,166.25,6.6,2.98 (1.90%),2017-11-16,158.58,"2,766,107"
HONE,Harborone Bancorp Inc,0,0,0,1,0,0,0,0,0,,,,19.74,19.66 - 19.87,624.633M,,15.92 - 22.29,"31,135",53.60,,21.00,0.37,N/A (N/A),,19.74,"30,139"
HOPE,Hope Bancorp Inc,0,0,0,1,0,0,0,1,0,,,,18.87,18.75 - 19.13,2.581B,"Jan 30, 2018",15.10 - 22.99,"384,806",15.95,1.44,19.83,1.19,0.52 (2.84%),2017-10-30,18.97,"475,534"
HOV,Hovnanian Enterprises Inc,0,0,0,1,0,0,0,0,0,Industrial Goods,"1,905",Residential Construction,3.00,2.80 - 3.03,417.488M,"Mar 6, 2018",1.66 - 3.41,"3,048,059",,2.36,1.52,-2.25,N/A (N/A),,3.02,"1,907,495"
HP,Helmerich & Payne,0,0,1,0,0,1,0,0,0,Basic Materials,"8,118",Oil & Gas Drilling & Exploration,70.04,69.10 - 70.37,7.631B,"Jan 25, 2018",42.16 - 81.20,"1,963,421",,1.52,54.85,-1.2,2.80 (4.10%),2017-11-10,69.32,"1,545,811"
HPE,Hewlett Packard Enterprise Comp,0,0,1,0,0,1,0,0,0,,,,15.45,15.42 - 15.87,25.199B,"Feb 21, 2018",12.69 - 15.87,"15,520,654",77.12,,14.93,0.2,0.30 (1.97%),2017-12-12,15.45,"11,041,719"
HPP,Hudson Pacific Properties,0,0,1,0,0,0,0,0,0,Financial,257,REIT - Office,33.40,32.36 - 33.00,5.121B,"Feb 14, 2018",31.53 - 36.75,"986,718",84.94,0.79,38.41,0.39,1.00 (3.00%),2017-12-15,32.50,"887,293"
HPQ,Hewlett-Packard Company,0,0,1,0,0,1,0,0,0,Technology,"49,000",Diversified Computer Systems,22.41,22.45 - 22.97,37.709B,"Feb 20, 2018",14.41 - 22.97,"8,821,758",15.49,1.85,23.81,1.48,0.56 (2.53%),2017-12-12,22.48,"10,127,339"
HPT,Hospitality Properites Trust,0,0,1,0,0,0,1,0,0,,,,29.34,29.12 - 29.41,4.796B,"Feb 27, 2018",26.64 - 32.68,"484,090",20.80,0.86,31.83,1.4,2.08 (7.17%),2017-10-20,29.33,"521,428"
HQY,Healthequity,0,0,0,1,0,0,0,1,0,Technology,875,Healthcare Information Services,48.95,48.64 - 49.39,2.968B,"Jun 5, 2017",37.62 - 55.31,"231,741",65.84,1.57,58.30,0.74,N/A (N/A),,48.86,"487,580"
HR,Healthcare Realty Trust Inc,0,0,0,1,0,0,1,0,0,Financial,261,REIT - Healthcare Facilities,30.11,29.77 - 30.14,3.722B,"Feb 13, 2018",29.67 - 36.25,"900,776",31.43,0.12,36.00,0.95,1.20 (3.95%),2017-11-15,30.10,"722,220"
HRB,H&R Block,0,0,1,0,0,1,0,0,0,Services,"2,300",Personal Services,26.08,26.00 - 26.46,5.511B,"Mar 5, 2018",19.85 - 31.80,"1,980,317",14.09,-0.27,28.00,1.87,0.96 (3.70%),2017-12-01,26.15,"2,719,833"
HRC,Hill-Rom Holdings Inc,0,0,1,0,0,0,1,0,0,Healthcare,"10,000",Medical Instruments & Supplies,86.96,86.57 - 87.46,5.713B,"Jan 26, 2018",57.18 - 88.91,"693,352",43.61,0.54,93.56,1.99,0.72 (0.82%),2017-12-14,87.13,"432,849"
HRG,Hrg Group Inc,0,0,0,1,0,0,0,0,0,Conglomerates,"17,116",Conglomerates,18.34,18.22 - 18.48,3.623B,"Feb 5, 2018",14.22 - 20.17,"1,043,679",34.42,1.75,22.00,0.53,0.00 (0.00%),1998-08-06,18.38,"1,469,100"
HRI,Herc Holdings Inc,0,0,0,1,0,0,0,0,0,,,,63.77,63.92 - 65.82,1.862B,"Feb 27, 2018",33.27 - 65.93,"146,444",,,61.00,-2.38,N/A (N/A),,63.92,"227,020"
HRL,Hormel Foods Corp,0,0,1,0,0,1,0,0,0,,,,34.34,34.14 - 34.57,18.3B,"Feb 21, 2018",29.75 - 38.00,"3,186,516",22.01,0.29,35.38,1.57,0.75 (2.12%),2018-01-12,34.47,"2,603,719"
HRS,Harris Corp,0,0,1,0,0,1,0,0,0,Technology,"17,000",Communication Equipment,145.30,145.11 - 147.33,17.548B,"Jan 31, 2018",99.13 - 147.33,"565,587",32.86,1.14,155.50,4.48,2.28 (1.57%),2017-11-16,145.25,"622,320"
HRTG,Heritage Insurance Holdings,0,0,0,1,0,0,0,0,0,Financial,308,Property & Casualty Insurance,17.90,17.58 - 18.27,482.664M,"May 4, 2017",8.85 - 18.70,"571,463",503.61,1.41,19.80,0.04,0.24 (1.35%),2017-11-16,17.87,"341,669"
HRTX,Heron Therapeutics,0,0,0,1,0,0,0,0,0,Healthcare,139,Drug Manufacturers - Major,21.65,21.10 - 22.00,1.373B,,14.40 - 22.00,"1,141,376",,2.22,30.25,-3.7,N/A (N/A),,21.65,"1,016,867"
HSC,Harsco Corp,0,0,0,1,0,0,0,1,0,Basic Materials,"9,400",Industrial Metals & Minerals,19.70,19.38 - 19.90,1.565B,"Feb 22, 2018",11.40 - 22.00,"342,498",61.16,3.91,23.67,0.32,0.00 (0.00%),2016-01-13,19.80,"459,909"
HSIC,Henry Schein Inc,0,1,1,0,0,1,0,0,0,Services,"22,000",Medical Equipment Wholesale,73.30,73.06 - 75.00,11.746B,"Feb 19, 2018",65.28 - 93.50,"1,045,507",21.52,0.87,81.03,3.48,N/A (N/A),,73.70,"2,137,911"
HSII,Heidrick & Struggl,0,0,0,1,0,0,0,1,0,Services,"1,812",Staffing & Outsourcing Services,25.80,25.75 - 25.95,485.613M,"Feb 26, 2018",17.90 - 27.10,"135,910",,1.91,24.00,-0.48,0.52 (2.02%),2017-11-02,25.90,"123,004"
HSKA,Heska Corp,0,0,0,1,0,0,0,1,0,Healthcare,327,Medical Laboratories & Research,81.07,78.17 - 80.99,568.493M,"Aug 3, 2017",75.21 - 115.00,"50,886",41.15,0.46,103.00,1.91,0.00 (0.00%),2012-09-26,80.42,"73,293"
HSNI,HSN Inc,0,0,0,1,0,0,1,0,0,Services,"6,500","Specialty Retail, Other",41.95,40.05 - 41.95,2.116B,"Feb 20, 2018",30.90 - 44.15,"11,572,313",18.68,1.09,38.68,2.16,1.40 (3.47%),2017-12-05,41.80,"544,992"
HST,Host Marriott Financial Trust,0,0,1,0,0,1,0,0,0,Financial,220,REIT - Hotel/Motel,20.57,20.31 - 20.66,15.241B,"Feb 20, 2018",17.26 - 20.82,"5,165,612",25.17,1.22,20.23,0.81,0.80 (3.87%),2017-12-28,20.63,"6,339,598"
HSTM,Healthstream Inc,0,0,0,1,0,0,0,1,0,Technology,"1,010",Healthcare Information Services,24.40,23.71 - 24.45,774.123M,"Feb 19, 2018",20.60 - 31.53,"86,216",134.83,0.55,28.48,0.18,N/A (N/A),,24.41,"137,060"
HSY,Hershey Foods Corp,0,0,1,0,0,1,0,0,0,Consumer Goods,"16,300",Confectioners,110.09,109.23 - 110.47,23.023B,"Jan 31, 2018",101.61 - 116.49,"621,443",32.64,0.07,114.06,3.35,2.62 (2.37%),2017-11-21,110.28,"925,676"
HT,Hersha Hospitality Trust,0,0,0,1,0,0,0,1,0,Financial,49,REIT - Hotel/Motel,18.15,17.86 - 18.24,802.964M,"Feb 20, 2018",17.15 - 21.67,"577,818",8.33,1.3,18.44,2.15,1.12 (6.33%),2018-01-04,18.15,"518,290"
HTA,Healthcare Trust of America I,0,0,1,0,0,0,0,0,0,Financial,214,REIT - Healthcare Facilities,27.59,27.09 - 27.63,5.703B,"Feb 13, 2018",27.09 - 33.00,"1,770,310",120.22,0.25,34.13,0.23,1.22 (4.36%),2017-12-29,27.61,"1,059,407"
HTBI,Hometrust Bancshares,0,0,0,1,0,0,0,0,0,Financial,446,Regional - Northeast Banks,,,,,,,,,,,,,,
HTBK,Heritage Commerce,0,0,0,1,0,0,0,0,0,Financial,282,Regional - Pacific Banks,16.25,16.34 - 16.74,636.045M,"Jan 24, 2018",12.76 - 16.74,"258,620",21.37,0.57,17.50,0.78,0.40 (2.50%),2017-11-06,16.49,"132,076"
HTH,Hilltop Holdings Inc,0,0,0,1,0,0,0,0,0,Financial,"5,400",Mortgage Investment,26.42,26.39 - 27.04,2.535B,"Jan 24, 2018",21.47 - 29.54,"484,753",16.76,1.01,29.10,1.58,0.24 (0.91%),2017-11-14,26.64,"382,233"
HTLD,Heartland Express,0,0,0,1,0,0,0,1,0,Services,"3,600",Trucking,23.59,22.99 - 23.59,1.924B,"Feb 21, 2018",18.71 - 25.22,"341,775",38.76,0.47,20.89,0.6,0.08 (0.35%),2017-12-11,23.59,"453,157"
HTLF,Heartland Finl USA,0,0,0,1,0,0,0,0,0,Financial,"2,024",Regional - Southwest  Banks,54.55,54.45 - 55.55,1.647B,"Jan 29, 2018",42.10 - 56.40,"195,662",18.63,0.75,57.67,2.95,0.44 (0.83%),2017-12-21,54.80,"131,236"
HTZ,Hertz Global Holdings Inc,0,0,0,1,0,0,0,0,0,Services,"36,000",Rental & Leasing Services,24.30,24.22 - 24.93,2.06B,"Feb 26, 2018",8.52 - 27.27,"1,531,802",,2.17,21.44,-8.85,N/A (N/A),,24.30,"3,608,560"
HUBB,Hubbell Inc B,0,0,1,0,0,0,1,0,0,Technology,"17,900",Diversified Electronics,135.29,137.68 - 141.67,7.568B,"Jan 29, 2018",109.32 - 141.67,"370,888",26.72,1.29,138.33,5.18,3.08 (2.30%),2017-11-29,138.00,"337,473"
HUBG,Hub Group Inc A,0,0,0,1,0,0,0,1,0,Services,"3,045",Air Delivery & Freight Services,51.60,51.10 - 52.25,1.769B,"Jan 31, 2018",33.17 - 52.50,"357,352",32.41,2.09,50.15,1.6,N/A (N/A),,51.50,"311,671"
HUBS,Hubspot Inc,0,0,0,1,0,0,0,0,0,Technology,"1,962",Application Software,90.90,90.71 - 93.30,3.462B,"Feb 12, 2018",49.40 - 93.53,"217,679",,2.32,92.74,-1.15,N/A (N/A),,91.15,"542,530"
HUM,Humana Inc,0,0,1,0,0,1,0,0,0,Healthcare,"47,200",Health Care Plans,265.21,265.18 - 271.99,37.409B,"Feb 8, 2018",186.25 - 271.99,"1,573,430",21.26,0.6,273.00,12.61,1.60 (0.61%),2017-12-28,268.93,"1,207,185"
HUN,Huntsman Corp,0,0,1,0,0,0,0,0,0,Basic Materials,"15,000",Chemicals - Major Diversified,34.59,34.31 - 34.63,8.295B,"Feb 13, 2018",19.52 - 35.00,"1,401,311",16.17,3.07,38.33,2.14,0.50 (1.47%),2017-12-14,34.63,"4,111,693"
HURC,Hurco Cos Inc,0,0,0,1,0,0,0,0,0,Technology,758,Scientific & Technical Instruments,47.60,47.60 - 48.15,317.299M,"Mar 8, 2018",40.41 - 48.85,"33,796",28.18,0.81,38.00,1.7,0.40 (0.83%),2018-01-02,47.90,"24,406"
HURN,Huron Consulting,0,0,0,1,0,0,0,0,0,Services,"2,284",Management Services,41.65,40.50 - 42.15,887.146M,"Feb 21, 2018",29.53 - 47.65,"85,262",,-0.43,48.00,-6.39,N/A (N/A),,41.70,"96,706"
HVT,Haverty Furniture Companies,0,0,0,1,0,0,0,1,0,Services,"3,656",Home Furnishing Stores,23.65,23.55 - 24.00,508.205M,"Feb 20, 2018",21.05 - 27.23,"82,177",17.70,0.41,24.00,1.35,0.60 (2.66%),2017-11-21,23.65,"92,646"
HWKN,Hawkins Inc,0,0,0,1,0,0,0,1,0,Basic Materials,659,Specialty Chemicals,35.00,34.75 - 36.15,384.412M,"Feb 6, 2018",34.20 - 54.80,"27,659",20.36,0.78,40.00,1.77,0.88 (2.52%),2017-09-21,35.10,"33,673"
HXL,Hexcel Corp,0,0,1,0,0,0,0,0,0,Industrial Goods,"6,155",Aerospace/Defense Products & Services,64.05,63.87 - 65.01,5.803B,"Jan 23, 2018",49.20 - 65.01,"448,294",23.33,0.88,65.18,2.77,0.50 (0.79%),2017-10-31,64.11,"597,653"
HY,Hyster-Yale Materials Handling,0,0,0,1,0,0,0,0,0,Consumer Goods,"6,500",Trucks & Other Vehicles,86.45,85.21 - 87.98,1.444B,"Feb 27, 2018",53.50 - 93.90,"29,657",22.84,1.19,81.25,3.84,1.21 (1.43%),2017-11-30,86.20,"55,244"
HYH,Halyard Health Inc,0,0,0,1,0,0,1,0,0,Healthcare,"12,000",Medical Instruments & Supplies,48.89,48.74 - 49.49,2.312B,"Feb 26, 2018",35.24 - 50.99,"204,956",41.11,1.83,47.73,1.2,N/A (N/A),,49.00,"338,768"
HZN,Horizon Global Corporation Comm,0,0,0,1,0,0,0,0,0,,,,13.46,13.26 - 13.56,332.922M,"Oct 30, 2017",11.80 - 22.37,"145,534",,,18.50,-0.21,N/A (N/A),,13.53,"235,358"
HZNP,Horizon Pharma Ord,0,0,0,1,0,0,0,0,0,Healthcare,980,Drugs - Generic,15.09,15.17 - 15.81,2.488B,"Feb 5, 2018",9.45 - 17.69,"3,326,122",,0.72,18.42,-3.05,N/A (N/A),,15.50,"2,081,371"
HZO,Marinemax Inc,0,0,0,1,0,0,0,1,0,Services,"1,516","Specialty Retail, Other",19.70,19.33 - 20.20,433.472M,"Jan 22, 2018",13.80 - 23.65,"296,301",20.63,0.77,22.33,0.95,N/A (N/A),,19.65,"327,228"
I,Intelsat S.A.,0,0,0,1,0,0,0,0,0,Technology,"1,150",Diversified Communication Services,3.29,3.21 - 3.33,390.32M,"Feb 26, 2018",2.63 - 7.47,"303,697",0.68,2.45,3.44,4.83,N/A (N/A),,3.33,"591,287"
IAC,Iac/Interactive,0,0,1,0,0,0,0,0,0,Technology,"5,800",Internet Information Providers,133.68,132.96 - 134.88,11.043B,"Jan 30, 2018",66.35 - 137.86,"376,788",32.98,1.21,158.00,4.08,0.00 (0.00%),2015-11-10,133.67,"905,253"
IART,Integra Lifesciences,0,0,0,1,0,0,0,1,0,Healthcare,"3,700",Medical Instruments & Supplies,50.47,49.72 - 50.92,3.969B,"Feb 21, 2018",40.51 - 56.42,"352,799",82.77,0.64,52.75,0.61,N/A (N/A),,50.53,"601,768"
IBCP,Independent Bk Cp,0,0,0,1,0,0,0,0,0,Financial,737,Regional - Midwest Banks,24.05,23.65 - 24.20,509.88M,"Jan 30, 2018",18.50 - 24.20,"49,425",20.96,0.31,25.40,1.14,0.48 (2.03%),2017-11-03,24.10,"100,512"
IBKC,Iberiabank Corp,0,0,0,1,0,0,0,0,0,Financial,"3,045",Regional - Southeast Banks,81.55,81.20 - 82.50,4.442B,"Jan 25, 2018",68.55 - 86.40,"485,986",23.80,1.51,90.36,3.46,1.48 (1.85%),2017-12-28,81.85,"517,247"
IBKR,Interactive Brokers,0,0,1,0,0,0,0,1,0,Financial,"1,186",Investment Brokerage - National,62.44,62.30 - 63.16,25.978B,"Jan 16, 2018",33.01 - 63.16,"577,927",54.26,1.05,57.08,1.16,0.40 (0.64%),2017-11-30,62.62,"775,031"
IBM,International Business Machines,1,0,1,0,1,1,0,0,0,Technology,"380,300",Information Technology Services,164.20,163.03 - 164.74,151.034B,"Jan 17, 2018",139.13 - 182.79,"5,031,886",13.61,1.07,161.95,11.99,6.00 (3.65%),2017-11-09,164.02,"5,152,474"
IBOC,Intl Bancshares,0,0,0,1,0,0,1,0,0,Financial,"2,861",Regional - Southwest  Banks,41.60,41.65 - 42.30,2.778B,"Feb 26, 2018",32.50 - 42.90,"113,484",19.03,1.44,22.00,2.21,0.66 (1.62%),2017-09-28,41.70,"241,553"
IBP,Installed Building Products I,0,0,0,1,0,0,0,1,0,Industrial Goods,"5,292",General Building Materials,73.25,72.50 - 73.95,2.326B,"May 3, 2017",40.00 - 79.40,"177,558",55.60,0.67,74.71,1.31,N/A (N/A),,73.95,"179,236"
IBTX,Independent Bank Grp,0,0,0,1,0,0,0,0,0,Financial,577,Regional - Southeast Banks,72.30,72.60 - 73.50,2.064B,"Jan 23, 2018",51.70 - 73.50,"51,341",23.73,1.17,78.25,3.09,0.40 (0.57%),2017-11-03,72.65,"129,319"
ICBK,County Bancorp,0,0,0,1,0,0,0,0,0,Financial,125,Savings & Loans,29.78,29.67 - 30.25,201.269M,"Jan 17, 2018",22.73 - 35.89,"22,799",18.03,0.44,33.33,1.67,0.24 (0.81%),2017-12-07,30.00,"9,392"
ICD,Independence Contract Drilling Inc,0,0,0,1,0,0,0,0,0,Basic Materials,299,Oil & Gas Drilling & Exploration,4.75,4.74 - 4.92,186.489M,"Feb 26, 2018",2.72 - 7.25,"89,416",,3.06,5.71,-0.77,N/A (N/A),,4.74,"133,634"
ICE,Intercontinental Exchange,0,0,1,0,0,1,0,0,0,Financial,"5,100",Diversified Investments,74.38,74.49 - 75.01,43.748B,"Feb 7, 2018",56.17 - 75.01,"1,699,323",27.20,0.62,79.19,2.75,0.80 (1.07%),2017-12-13,74.61,"3,158,014"
ICFI,Icf International,0,0,0,1,0,0,0,0,0,Services,"5,000",Management Services,55.20,54.10 - 55.60,1.012B,"Feb 26, 2018",40.20 - 56.55,"50,001",21.63,0.71,64.40,2.51,N/A (N/A),,55.15,"83,530"
ICHR,Ichor,0,0,0,1,0,0,0,0,0,,,,25.18,24.73 - 25.59,633.069M,,14.02 - 35.51,"982,670",12.99,,36.80,1.9,N/A (N/A),,25.18,"1,140,479"
ICON,Iconix Brand Group,0,0,0,1,0,0,0,1,0,Consumer Goods,145,Textile - Apparel Footwear & Accessories,1.32,1.33 - 1.54,81.243M,"Feb 20, 2018",1.16 - 10.80,"4,056,334",,0.89,1.50,-14.29,N/A (N/A),,1.33,"2,665,165"
ICPT,Intercept Pharmaceut,0,0,1,0,0,0,0,0,0,Healthcare,456,Biotechnology,54.31,53.76 - 55.24,1.379B,"Feb 21, 2018",52.11 - 135.59,"516,710",,1.56,121.15,-14.78,N/A (N/A),,54.73,"805,630"
ICUI,I C U Medical Inc,0,0,0,1,0,0,0,1,0,Healthcare,"7,000",Medical Instruments & Supplies,222.70,220.75 - 225.20,4.435B,"Feb 27, 2018",131.35 - 225.38,"107,991",155.77,0.54,218.00,1.44,N/A (N/A),,223.15,"112,868"
IDA,Idacorp Inc,0,0,0,1,0,0,1,0,0,Utilities,"2,008",Electric Utilities,,85.36 - 88.31,,"Feb 21, 2018",78.05 - 100.04,,,,,,2.36 (2.50%),,,
IDCC,Interdigital Inc,0,0,0,1,0,0,1,0,0,Technology,360,Wireless Communications,80.90,80.50 - 81.40,2.801B,"Feb 21, 2018",67.55 - 102.30,"206,569",11.18,0.96,93.33,7.22,1.40 (1.76%),2018-01-09,81.15,"296,295"
IDRA,Idera Pharmaceutical,0,0,0,1,0,0,0,0,0,Healthcare,62,Biotechnology,2.39,2.35 - 2.49,485.226M,"Oct 26, 2017",1.30 - 2.87,"1,827,532",,1.99,5.40,-0.34,N/A (N/A),,2.39,"2,528,200"
IDT,IDT Corp,0,0,0,1,0,0,0,0,0,Technology,"1,221",Diversified Communication Services,,10.12 - 10.57,,"Mar 4, 2018",10.12 - 20.43,,,,,,0.76 (7.34%),,,
IDTI,Integrated Devices,0,0,0,1,0,0,1,0,0,Technology,"1,623",Semiconductor - Broad Line,32.60,32.09 - 32.72,4.289B,"Jan 29, 2018",22.70 - 33.92,"827,970",44.23,1.74,33.64,0.73,N/A (N/A),,32.49,"1,423,542"
IDXX,Idexx Laboratories,0,1,1,0,0,1,0,0,0,Healthcare,"7,365",Diagnostic Substances,171.51,170.04 - 173.82,15.11B,"Feb 1, 2018",116.54 - 173.82,"632,940",56.28,0.26,143.63,3.08,N/A (N/A),,171.35,"504,106"
IESC,Ies Holdings,0,0,0,1,0,0,0,0,0,Industrial Goods,"3,532",General Contractors,17.40,17.20 - 17.90,380.869M,"Feb 6, 2018",14.05 - 21.95,"34,250",28.65,0.03,6.50,0.62,N/A (N/A),,17.30,"43,466"
IEX,Idex Corp,0,0,1,0,0,0,1,0,0,Industrial Goods,"7,158",Diversified Machinery,136.74,134.61 - 137.37,10.453B,"Jan 29, 2018",88.29 - 137.41,"159,778",35.07,1.18,124.10,3.9,1.48 (1.10%),2018-01-11,136.85,"249,342"
